"y" "x1" "x2" "status"
"1" -1.10993892730836 -0.132766930619014 2.75574857579728 "treatment"
"2" 0.867141346050937 -1.62308952547173 0.185063754494083 "treatment"
"3" 0.421177580584689 -0.908830093216551 -1.60167382656385 "treatment"
"4" 1.69231036110721 -0.681489801228008 -0.315141978587269 "treatment"
"5" -0.106204130346349 -0.848355577282914 0.841870086597687 "treatment"
"6" -0.198781991575131 -1.11422591606402 0.244880751040179 "control"
"7" -2.30264743092754 -0.21006938112998 0.484734053114951 "control"
"8" -1.12857219862465 -1.44702825732200 -2.03406313929076 "control"
"9" 1.98945481003145 -0.0103483084786374 1.49611138665756 "control"
"10" 0.836727409408886 0.595014449134226 0.981553022111729 "control"
